pl/bl,interp,input_width,input_height,output_width,output_height,layout,dtype,gpu_time(us)
NV12PitchLinear,Nearest,1280,720,3840,2160,NHWC_RGB,Float16,123.426819
NV12PitchLinear,Bilinear,1280,720,3840,2160,NHWC_RGB,Float16,227.176453
NV12PitchLinear,Nearest,1920,1080,2560,1440,NHWC_RGB,Float16,59.534336
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NHWC_RGB,Float16,102.558723
NV12PitchLinear,Nearest,1920,1080,3840,2160,NHWC_RGB,Float16,125.392899
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NHWC_RGB,Float16,227.667969
NV12PitchLinear,Nearest,2560,1440,3840,2160,NHWC_RGB,Float16,128.112640
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NHWC_RGB,Float16,228.152313
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW16_BGR,Float16,442.023926
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW16_BGR,Float16,431.149048
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW16_BGR,Float16,252.453888
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW16_BGR,Float16,249.983994
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW16_BGR,Float16,115.607552
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW16_BGR,Float16,115.139587
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW16_BGR,Float16,34.243584
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW16_BGR,Float16,32.605183
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW16_BGR,Float16,252.860413
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW16_BGR,Float16,247.035904
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW16_BGR,Float16,114.863106
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW16_BGR,Float16,114.356224
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW16_BGR,Float16,33.915905
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW16_BGR,Float16,33.296383
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW16_BGR,Float16,114.918404
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW16_BGR,Float16,112.703491
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW16_BGR,Float16,33.989632
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW16_BGR,Float16,33.384449
NV12PitchLinear,Nearest,1280,720,640,360,NCHW16_BGR,Float16,33.712128
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW16_BGR,Float16,33.698814
NV12PitchLinear,Nearest,640,360,1280,720,NCHW16_BGR,Float16,114.324478
NV12PitchLinear,Bilinear,640,360,1280,720,NCHW16_BGR,Float16,110.947327
NV12PitchLinear,Nearest,640,360,1920,1080,NCHW16_BGR,Float16,251.505661
NV12PitchLinear,Bilinear,640,360,1920,1080,NCHW16_BGR,Float16,242.036743
NV12PitchLinear,Nearest,640,360,2560,1440,NCHW16_BGR,Float16,438.008820
NV12PitchLinear,Bilinear,640,360,2560,1440,NCHW16_BGR,Float16,423.355377
NV12PitchLinear,Nearest,640,360,3840,2160,NCHW16_BGR,Float16,980.342773
NV12PitchLinear,Bilinear,640,360,3840,2160,NCHW16_BGR,Float16,953.023499
NV12PitchLinear,Nearest,1280,720,1920,1080,NCHW16_BGR,Float16,251.692032
NV12PitchLinear,Bilinear,1280,720,1920,1080,NCHW16_BGR,Float16,243.842041
NV12PitchLinear,Nearest,1280,720,2560,1440,NCHW16_BGR,Float16,439.116791
NV12PitchLinear,Bilinear,1280,720,2560,1440,NCHW16_BGR,Float16,422.913025
NV12PitchLinear,Nearest,1280,720,3840,2160,NCHW16_BGR,Float16,986.221558
NV12PitchLinear,Bilinear,1280,720,3840,2160,NCHW16_BGR,Float16,946.093079
NV12PitchLinear,Nearest,1920,1080,2560,1440,NCHW16_BGR,Float16,439.704590
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NCHW16_BGR,Float16,424.955902
NV12PitchLinear,Nearest,1920,1080,3840,2160,NCHW16_BGR,Float16,988.465149
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NCHW16_BGR,Float16,949.999634
NV12PitchLinear,Nearest,2560,1440,3840,2160,NCHW16_BGR,Float16,988.499939
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NCHW16_BGR,Float16,954.988525
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW16_RGB,Float16,442.850311
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW16_RGB,Float16,431.098877
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW16_RGB,Float16,252.877823
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW16_RGB,Float16,249.946106
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW16_RGB,Float16,115.837952
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW16_RGB,Float16,115.149826
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW16_RGB,Float16,34.248703
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW16_RGB,Float16,32.586754
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW16_RGB,Float16,252.851196
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW16_RGB,Float16,247.294983
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW16_RGB,Float16,115.095551
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW16_RGB,Float16,114.293762
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW16_RGB,Float16,33.902592
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW16_RGB,Float16,33.281025
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW16_RGB,Float16,115.052544
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW16_RGB,Float16,112.653313
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW16_RGB,Float16,33.971199
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW16_RGB,Float16,33.464321
NV12PitchLinear,Nearest,1280,720,640,360,NCHW16_RGB,Float16,33.639423
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW16_RGB,Float16,33.680386
NV12PitchLinear,Nearest,640,360,1280,720,NCHW16_RGB,Float16,114.625534
NV12PitchLinear,Bilinear,640,360,1280,720,NCHW16_RGB,Float16,110.925827
NV12PitchLinear,Nearest,640,360,1920,1080,NCHW16_RGB,Float16,251.961349
NV12PitchLinear,Bilinear,640,360,1920,1080,NCHW16_RGB,Float16,242.037766
NV12PitchLinear,Nearest,640,360,2560,1440,NCHW16_RGB,Float16,438.602753
NV12PitchLinear,Bilinear,640,360,2560,1440,NCHW16_RGB,Float16,423.349243
NV12PitchLinear,Nearest,640,360,3840,2160,NCHW16_RGB,Float16,981.420044
NV12PitchLinear,Bilinear,640,360,3840,2160,NCHW16_RGB,Float16,952.932373
NV12PitchLinear,Nearest,1280,720,1920,1080,NCHW16_RGB,Float16,252.326920
NV12PitchLinear,Bilinear,1280,720,1920,1080,NCHW16_RGB,Float16,243.783676
NV12PitchLinear,Nearest,1280,720,2560,1440,NCHW16_RGB,Float16,440.260620
NV12PitchLinear,Bilinear,1280,720,2560,1440,NCHW16_RGB,Float16,422.864899
NV12PitchLinear,Nearest,1280,720,3840,2160,NCHW16_RGB,Float16,988.357605
NV12PitchLinear,Bilinear,1280,720,3840,2160,NCHW16_RGB,Float16,946.069519
NV12PitchLinear,Nearest,1920,1080,2560,1440,NCHW16_RGB,Float16,440.896515
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NCHW16_RGB,Float16,424.895477
NV12PitchLinear,Nearest,1920,1080,3840,2160,NCHW16_RGB,Float16,990.996460
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NCHW16_RGB,Float16,950.037476
NV12PitchLinear,Nearest,2560,1440,3840,2160,NCHW16_RGB,Float16,991.181824
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NCHW16_RGB,Float16,954.888184
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW_BGR,Float16,45.435905
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW_BGR,Float16,95.629311
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW_BGR,Float16,26.433537
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW_BGR,Float16,57.711617
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW_BGR,Float16,11.058176
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW_BGR,Float16,26.068993
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW_BGR,Float16,5.622784
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW_BGR,Float16,9.472000
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW_BGR,Float16,21.506048
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW_BGR,Float16,53.248001
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW_BGR,Float16,10.238976
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW_BGR,Float16,24.584192
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW_BGR,Float16,5.376000
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW_BGR,Float16,9.696256
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW_BGR,Float16,10.257408
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW_BGR,Float16,24.294399
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW_BGR,Float16,5.027840
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW_BGR,Float16,8.954880
NV12PitchLinear,Nearest,1280,720,640,360,NCHW_BGR,Float16,4.990976
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW_BGR,Float16,8.861696
NV12PitchLinear,Nearest,640,360,1280,720,NCHW_BGR,Float16,10.520576
NV12PitchLinear,Bilinear,640,360,1280,720,NCHW_BGR,Float16,24.222719
NV12PitchLinear,Nearest,640,360,1920,1080,NCHW_BGR,Float16,18.230272
NV12PitchLinear,Bilinear,640,360,1920,1080,NCHW_BGR,Float16,48.875519
NV12PitchLinear,Nearest,640,360,2560,1440,NCHW_BGR,Float16,32.070656
NV12PitchLinear,Bilinear,640,360,2560,1440,NCHW_BGR,Float16,85.496834
NV12PitchLinear,Nearest,640,360,3840,2160,NCHW_BGR,Float16,65.203201
NV12PitchLinear,Bilinear,640,360,3840,2160,NCHW_BGR,Float16,186.051590
NV12PitchLinear,Nearest,1280,720,1920,1080,NCHW_BGR,Float16,18.765823
NV12PitchLinear,Bilinear,1280,720,1920,1080,NCHW_BGR,Float16,49.448959
NV12PitchLinear,Nearest,1280,720,2560,1440,NCHW_BGR,Float16,36.453377
NV12PitchLinear,Bilinear,1280,720,2560,1440,NCHW_BGR,Float16,88.433662
NV12PitchLinear,Nearest,1280,720,3840,2160,NCHW_BGR,Float16,71.288834
NV12PitchLinear,Bilinear,1280,720,3840,2160,NCHW_BGR,Float16,189.647873
NV12PitchLinear,Nearest,1920,1080,2560,1440,NCHW_BGR,Float16,39.394302
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NCHW_BGR,Float16,90.476547
NV12PitchLinear,Nearest,1920,1080,3840,2160,NCHW_BGR,Float16,77.813759
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NCHW_BGR,Float16,194.545670
NV12PitchLinear,Nearest,2560,1440,3840,2160,NCHW_BGR,Float16,82.306046
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NCHW_BGR,Float16,194.201599
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW_RGB,Float16,45.335552
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW_RGB,Float16,94.413826
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW_RGB,Float16,25.936895
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW_RGB,Float16,56.849407
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW_RGB,Float16,11.028480
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW_RGB,Float16,25.784321
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW_RGB,Float16,5.640192
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW_RGB,Float16,9.423872
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW_RGB,Float16,22.099968
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW_RGB,Float16,52.672512
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW_RGB,Float16,10.467328
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW_RGB,Float16,24.540159
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW_RGB,Float16,5.477376
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW_RGB,Float16,9.651200
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW_RGB,Float16,10.448896
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW_RGB,Float16,24.310783
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW_RGB,Float16,5.046272
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW_RGB,Float16,8.933376
NV12PitchLinear,Nearest,1280,720,640,360,NCHW_RGB,Float16,5.076992
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW_RGB,Float16,8.761344
NV12PitchLinear,Nearest,640,360,1280,720,NCHW_RGB,Float16,10.213376
NV12PitchLinear,Bilinear,640,360,1280,720,NCHW_RGB,Float16,24.076288
NV12PitchLinear,Nearest,640,360,1920,1080,NCHW_RGB,Float16,17.649664
NV12PitchLinear,Bilinear,640,360,1920,1080,NCHW_RGB,Float16,48.837631
NV12PitchLinear,Nearest,640,360,2560,1440,NCHW_RGB,Float16,32.849918
NV12PitchLinear,Bilinear,640,360,2560,1440,NCHW_RGB,Float16,85.200897
NV12PitchLinear,Nearest,640,360,3840,2160,NCHW_RGB,Float16,66.143234
NV12PitchLinear,Bilinear,640,360,3840,2160,NCHW_RGB,Float16,186.071045
NV12PitchLinear,Nearest,1280,720,1920,1080,NCHW_RGB,Float16,18.605057
NV12PitchLinear,Bilinear,1280,720,1920,1080,NCHW_RGB,Float16,49.415169
NV12PitchLinear,Nearest,1280,720,2560,1440,NCHW_RGB,Float16,36.446209
NV12PitchLinear,Bilinear,1280,720,2560,1440,NCHW_RGB,Float16,87.571457
NV12PitchLinear,Nearest,1280,720,3840,2160,NCHW_RGB,Float16,71.833603
NV12PitchLinear,Bilinear,1280,720,3840,2160,NCHW_RGB,Float16,188.859390
NV12PitchLinear,Nearest,1920,1080,2560,1440,NCHW_RGB,Float16,39.672832
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NCHW_RGB,Float16,90.396675
NV12PitchLinear,Nearest,1920,1080,3840,2160,NCHW_RGB,Float16,77.826050
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NCHW_RGB,Float16,192.021500
NV12PitchLinear,Nearest,2560,1440,3840,2160,NCHW_RGB,Float16,82.214912
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NCHW_RGB,Float16,195.043335
NV12PitchLinear,Nearest,3840,2160,2560,1440,NHWC_BGR,Uint8,59.222015
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NHWC_BGR,Uint8,106.889214
NV12PitchLinear,Nearest,3840,2160,1920,1080,NHWC_BGR,Uint8,31.891457
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NHWC_BGR,Uint8,64.237572
NV12PitchLinear,Nearest,3840,2160,1280,720,NHWC_BGR,Uint8,14.582784
NV12PitchLinear,Bilinear,3840,2160,1280,720,NHWC_BGR,Uint8,28.249088
NV12PitchLinear,Nearest,3840,2160,640,360,NHWC_BGR,Uint8,5.756928
NV12PitchLinear,Bilinear,3840,2160,640,360,NHWC_BGR,Uint8,9.171968
NV12PitchLinear,Nearest,2560,1440,1920,1080,NHWC_BGR,Uint8,28.486656
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NHWC_BGR,Uint8,57.150463
NV12PitchLinear,Nearest,2560,1440,1280,720,NHWC_BGR,Uint8,14.197760
NV12PitchLinear,Bilinear,2560,1440,1280,720,NHWC_BGR,Uint8,27.330561
NV12PitchLinear,Nearest,2560,1440,640,360,NHWC_BGR,Uint8,5.568512
NV12PitchLinear,Bilinear,2560,1440,640,360,NHWC_BGR,Uint8,9.253888
NV12PitchLinear,Nearest,1920,1080,1280,720,NHWC_BGR,Uint8,14.201856
NV12PitchLinear,Bilinear,1920,1080,1280,720,NHWC_BGR,Uint8,27.334656
NV12PitchLinear,Nearest,1920,1080,640,360,NHWC_BGR,Uint8,5.575680
NV12PitchLinear,Bilinear,1920,1080,640,360,NHWC_BGR,Uint8,9.151488
NV12PitchLinear,Nearest,1280,720,640,360,NHWC_BGR,Uint8,5.630976
NV12PitchLinear,Bilinear,1280,720,640,360,NHWC_BGR,Uint8,9.152512
NV12PitchLinear,Nearest,640,360,1280,720,NHWC_BGR,Uint8,13.987840
NV12PitchLinear,Bilinear,640,360,1280,720,NHWC_BGR,Uint8,27.291649
NV12PitchLinear,Nearest,640,360,1920,1080,NHWC_BGR,Uint8,27.879423
NV12PitchLinear,Bilinear,640,360,1920,1080,NHWC_BGR,Uint8,57.011200
NV12PitchLinear,Nearest,640,360,2560,1440,NHWC_BGR,Uint8,47.162369
NV12PitchLinear,Bilinear,640,360,2560,1440,NHWC_BGR,Uint8,98.588669
NV12PitchLinear,Nearest,640,360,3840,2160,NHWC_BGR,Uint8,110.739456
NV12PitchLinear,Bilinear,640,360,3840,2160,NHWC_BGR,Uint8,220.652542
NV12PitchLinear,Nearest,1280,720,1920,1080,NHWC_BGR,Uint8,28.547071
NV12PitchLinear,Bilinear,1280,720,1920,1080,NHWC_BGR,Uint8,57.062401
NV12PitchLinear,Nearest,1280,720,2560,1440,NHWC_BGR,Uint8,47.595520
NV12PitchLinear,Bilinear,1280,720,2560,1440,NHWC_BGR,Uint8,98.737152
NV12PitchLinear,Nearest,1280,720,3840,2160,NHWC_BGR,Uint8,116.000771
NV12PitchLinear,Bilinear,1280,720,3840,2160,NHWC_BGR,Uint8,220.959747
NV12PitchLinear,Nearest,1920,1080,2560,1440,NHWC_BGR,Uint8,49.152000
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NHWC_BGR,Uint8,99.340286
NV12PitchLinear,Nearest,1920,1080,3840,2160,NHWC_BGR,Uint8,118.462463
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NHWC_BGR,Uint8,222.512131
NV12PitchLinear,Nearest,2560,1440,3840,2160,NHWC_BGR,Uint8,120.720383
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NHWC_BGR,Uint8,223.984634
NV12PitchLinear,Nearest,3840,2160,2560,1440,NHWC_RGB,Uint8,59.019264
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NHWC_RGB,Uint8,107.235329
NV12PitchLinear,Nearest,3840,2160,1920,1080,NHWC_RGB,Uint8,31.623169
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NHWC_RGB,Uint8,64.225281
NV12PitchLinear,Nearest,3840,2160,1280,720,NHWC_RGB,Uint8,14.572544
NV12PitchLinear,Bilinear,3840,2160,1280,720,NHWC_RGB,Uint8,28.372992
NV12PitchLinear,Nearest,3840,2160,640,360,NHWC_RGB,Uint8,5.747712
NV12PitchLinear,Bilinear,3840,2160,640,360,NHWC_RGB,Uint8,9.199616
NV12PitchLinear,Nearest,2560,1440,1920,1080,NHWC_RGB,Uint8,28.511232
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NHWC_RGB,Uint8,57.169922
NV12PitchLinear,Nearest,2560,1440,1280,720,NHWC_RGB,Uint8,14.191616
NV12PitchLinear,Bilinear,2560,1440,1280,720,NHWC_RGB,Uint8,27.361280
NV12PitchLinear,Nearest,2560,1440,640,360,NHWC_RGB,Uint8,5.624832
NV12PitchLinear,Bilinear,2560,1440,640,360,NHWC_RGB,Uint8,9.226240
NV12PitchLinear,Nearest,1920,1080,1280,720,NHWC_RGB,Uint8,14.210048
NV12PitchLinear,Bilinear,1920,1080,1280,720,NHWC_RGB,Uint8,27.313152
NV12PitchLinear,Nearest,1920,1080,640,360,NHWC_RGB,Uint8,5.560320
NV12PitchLinear,Bilinear,1920,1080,640,360,NHWC_RGB,Uint8,9.143296
NV12PitchLinear,Nearest,1280,720,640,360,NHWC_RGB,Uint8,5.635072
NV12PitchLinear,Bilinear,1280,720,640,360,NHWC_RGB,Uint8,9.157632
NV12PitchLinear,Nearest,640,360,1280,720,NHWC_RGB,Uint8,13.979648
NV12PitchLinear,Bilinear,640,360,1280,720,NHWC_RGB,Uint8,27.220991
NV12PitchLinear,Nearest,640,360,1920,1080,NHWC_RGB,Uint8,27.939840
NV12PitchLinear,Bilinear,640,360,1920,1080,NHWC_RGB,Uint8,56.913921
NV12PitchLinear,Nearest,640,360,2560,1440,NHWC_RGB,Uint8,47.380482
NV12PitchLinear,Bilinear,640,360,2560,1440,NHWC_RGB,Uint8,98.549759
NV12PitchLinear,Nearest,640,360,3840,2160,NHWC_RGB,Uint8,110.742531
NV12PitchLinear,Bilinear,640,360,3840,2160,NHWC_RGB,Uint8,220.453888
NV12PitchLinear,Nearest,1280,720,1920,1080,NHWC_RGB,Uint8,28.550144
NV12PitchLinear,Bilinear,1280,720,1920,1080,NHWC_RGB,Uint8,57.040897
NV12PitchLinear,Nearest,1280,720,2560,1440,NHWC_RGB,Uint8,47.593472
NV12PitchLinear,Bilinear,1280,720,2560,1440,NHWC_RGB,Uint8,98.796547
NV12PitchLinear,Nearest,1280,720,3840,2160,NHWC_RGB,Uint8,116.105217
NV12PitchLinear,Bilinear,1280,720,3840,2160,NHWC_RGB,Uint8,221.631485
NV12PitchLinear,Nearest,1920,1080,2560,1440,NHWC_RGB,Uint8,49.208321
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NHWC_RGB,Uint8,99.793922
NV12PitchLinear,Nearest,1920,1080,3840,2160,NHWC_RGB,Uint8,118.464516
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NHWC_RGB,Uint8,223.557632
NV12PitchLinear,Nearest,2560,1440,3840,2160,NHWC_RGB,Uint8,120.884224
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NHWC_RGB,Uint8,224.793594
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW16_BGR,Uint8,165.051392
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW16_BGR,Uint8,169.334778
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW16_BGR,Uint8,102.046722
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW16_BGR,Uint8,102.547455
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW16_BGR,Uint8,46.787582
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW16_BGR,Uint8,47.685631
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW16_BGR,Uint8,15.109120
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW16_BGR,Uint8,13.502464
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW16_BGR,Uint8,96.219139
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW16_BGR,Uint8,95.309822
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW16_BGR,Uint8,47.024128
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW16_BGR,Uint8,37.999615
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW16_BGR,Uint8,14.800896
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW16_BGR,Uint8,13.377536
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW16_BGR,Uint8,46.447617
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW16_BGR,Uint8,37.681152
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW16_BGR,Uint8,14.907392
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW16_BGR,Uint8,13.406208
NV12PitchLinear,Nearest,1280,720,640,360,NCHW16_BGR,Uint8,14.695424
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW16_BGR,Uint8,13.336576
NV12PitchLinear,Nearest,640,360,1280,720,NCHW16_BGR,Uint8,45.874176
NV12PitchLinear,Bilinear,640,360,1280,720,NCHW16_BGR,Uint8,38.062080
NV12PitchLinear,Nearest,640,360,1920,1080,NCHW16_BGR,Uint8,98.195457
NV12PitchLinear,Bilinear,640,360,1920,1080,NCHW16_BGR,Uint8,87.317505
NV12PitchLinear,Nearest,640,360,2560,1440,NCHW16_BGR,Uint8,171.216888
NV12PitchLinear,Bilinear,640,360,2560,1440,NCHW16_BGR,Uint8,150.863876
NV12PitchLinear,Nearest,640,360,3840,2160,NCHW16_BGR,Uint8,382.679047
NV12PitchLinear,Bilinear,640,360,3840,2160,NCHW16_BGR,Uint8,331.634674
NV12PitchLinear,Nearest,1280,720,1920,1080,NCHW16_BGR,Uint8,97.555458
NV12PitchLinear,Bilinear,1280,720,1920,1080,NCHW16_BGR,Uint8,89.993217
NV12PitchLinear,Nearest,1280,720,2560,1440,NCHW16_BGR,Uint8,169.001984
NV12PitchLinear,Bilinear,1280,720,2560,1440,NCHW16_BGR,Uint8,154.525696
NV12PitchLinear,Nearest,1280,720,3840,2160,NCHW16_BGR,Uint8,378.867706
NV12PitchLinear,Bilinear,1280,720,3840,2160,NCHW16_BGR,Uint8,338.333710
NV12PitchLinear,Nearest,1920,1080,2560,1440,NCHW16_BGR,Uint8,166.465530
NV12PitchLinear,Bilinear,1920,1080,2560,1440,NCHW16_BGR,Uint8,157.991943
NV12PitchLinear,Nearest,1920,1080,3840,2160,NCHW16_BGR,Uint8,376.091644
NV12PitchLinear,Bilinear,1920,1080,3840,2160,NCHW16_BGR,Uint8,342.293518
NV12PitchLinear,Nearest,2560,1440,3840,2160,NCHW16_BGR,Uint8,374.842377
NV12PitchLinear,Bilinear,2560,1440,3840,2160,NCHW16_BGR,Uint8,347.040771
NV12PitchLinear,Nearest,3840,2160,2560,1440,NCHW16_RGB,Uint8,165.815292
NV12PitchLinear,Bilinear,3840,2160,2560,1440,NCHW16_RGB,Uint8,168.893433
NV12PitchLinear,Nearest,3840,2160,1920,1080,NCHW16_RGB,Uint8,102.159363
NV12PitchLinear,Bilinear,3840,2160,1920,1080,NCHW16_RGB,Uint8,102.785027
NV12PitchLinear,Nearest,3840,2160,1280,720,NCHW16_RGB,Uint8,47.091713
NV12PitchLinear,Bilinear,3840,2160,1280,720,NCHW16_RGB,Uint8,47.696896
NV12PitchLinear,Nearest,3840,2160,640,360,NCHW16_RGB,Uint8,15.029248
NV12PitchLinear,Bilinear,3840,2160,640,360,NCHW16_RGB,Uint8,13.363200
NV12PitchLinear,Nearest,2560,1440,1920,1080,NCHW16_RGB,Uint8,96.277504
NV12PitchLinear,Bilinear,2560,1440,1920,1080,NCHW16_RGB,Uint8,95.297539
NV12PitchLinear,Nearest,2560,1440,1280,720,NCHW16_RGB,Uint8,47.003647
NV12PitchLinear,Bilinear,2560,1440,1280,720,NCHW16_RGB,Uint8,37.993473
NV12PitchLinear,Nearest,2560,1440,640,360,NCHW16_RGB,Uint8,14.788608
NV12PitchLinear,Bilinear,2560,1440,640,360,NCHW16_RGB,Uint8,13.425664
NV12PitchLinear,Nearest,1920,1080,1280,720,NCHW16_RGB,Uint8,46.460930
NV12PitchLinear,Bilinear,1920,1080,1280,720,NCHW16_RGB,Uint8,37.706753
NV12PitchLinear,Nearest,1920,1080,640,360,NCHW16_RGB,Uint8,14.920704
NV12PitchLinear,Bilinear,1920,1080,640,360,NCHW16_RGB,Uint8,13.388800
NV12PitchLinear,Nearest,1280,720,640,360,NCHW16_RGB,Uint8,14.709760
NV12PitchLinear,Bilinear,1280,720,640,360,NCHW16_RGB,Uint8,13.308928
